InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateTime,IsCancelled,IsProduct
546760,POST,POSTAGE,3,3/16/11 14:00,28.0,12597.0,Spain,2011-03-16 14:00:00,False,False
546765,POST,POSTAGE,1,3/16/11 14:37,18.0,12437.0,France,2011-03-16 14:37:00,False,False
546843,POST,POSTAGE,2,3/17/11 12:40,18.0,12472.0,Germany,2011-03-17 12:40:00,False,False
546851,POST,POSTAGE,7,3/17/11 13:23,18.0,12480.0,Germany,2011-03-17 13:23:00,False,False
546861,C2,CARRIAGE,1,3/17/11 15:03,50.0,14911.0,EIRE,2011-03-17 15:03:00,False,False
546866,M,Manual,2,3/17/11 15:47,2.5,14462.0,United Kingdom,2011-03-17 15:47:00,False,False
546884,DOT,DOTCOM POSTAGE,1,3/17/11 18:08,303.0,,United Kingdom,2011-03-17 18:08:00,False,False
546888,DOT,DOTCOM POSTAGE,1,3/17/11 18:15,237.89,,United Kingdom,2011-03-17 18:15:00,False,False
546891,DOT,DOTCOM POSTAGE,1,3/17/11 18:18,227.3,,United Kingdom,2011-03-17 18:18:00,False,False
546892,DOT,DOTCOM POSTAGE,1,3/17/11 18:20,192.44,,United Kingdom,2011-03-17 18:20:00,False,False
546896,DOT,DOTCOM POSTAGE,1,3/17/11 18:24,255.04,,United Kingdom,2011-03-17 18:24:00,False,False
546919,POST,POSTAGE,1,3/18/11 9:55,18.0,12500.0,Germany,2011-03-18 09:55:00,False,False
546920,POST,POSTAGE,8,3/18/11 9:55,18.0,12471.0,Germany,2011-03-18 09:55:00,False,False
546925,POST,POSTAGE,3,3/18/11 10:09,18.0,12647.0,Germany,2011-03-18 10:09:00,False,False
546933,M,Manual,1,3/18/11 11:02,498.79,,United Kingdom,2011-03-18 11:02:00,False,False
546950,M,Manual,4,3/18/11 11:24,0.5,16511.0,United Kingdom,2011-03-18 11:24:00,False,False
546973,DOT,DOTCOM POSTAGE,1,3/18/11 12:07,122.5,,United Kingdom,2011-03-18 12:07:00,False,False
546974,DOT,DOTCOM POSTAGE,1,3/18/11 12:08,131.46,,United Kingdom,2011-03-18 12:08:00,False,False
546976,DOT,DOTCOM POSTAGE,1,3/18/11 12:08,184.96,,United Kingdom,2011-03-18 12:08:00,False,False
546977,DOT,DOTCOM POSTAGE,1,3/18/11 12:08,218.08,,United Kingdom,2011-03-18 12:08:00,False,False
547005,POST,POSTAGE,4,3/18/11 14:20,18.0,12474.0,Germany,2011-03-18 14:20:00,False,False
547042,DOT,DOTCOM POSTAGE,1,3/20/11 11:00,279.84,,United Kingdom,2011-03-20 11:00:00,False,False
547048,C2,CARRIAGE,1,3/20/11 11:52,50.0,14911.0,EIRE,2011-03-20 11:52:00,False,False
547061,POST,POSTAGE,1,3/20/11 13:21,15.0,12407.0,Belgium,2011-03-20 13:21:00,False,False
547071,POST,POSTAGE,2,3/20/11 13:59,18.0,12693.0,Germany,2011-03-20 13:59:00,False,False
547085,POST,POSTAGE,1,3/20/11 15:41,18.0,12600.0,Germany,2011-03-20 15:41:00,False,False
547086,POST,POSTAGE,3,3/20/11 15:46,40.0,12428.0,Finland,2011-03-20 15:46:00,False,False
547087,POST,POSTAGE,1,3/20/11 15:58,18.0,12726.0,France,2011-03-20 15:58:00,False,False
547109,POST,POSTAGE,2,3/21/11 11:46,15.0,12423.0,Belgium,2011-03-21 11:46:00,False,False
547248,DOT,DOTCOM POSTAGE,1,3/22/11 9:23,197.33,,United Kingdom,2011-03-22 09:23:00,False,False
547249,DCGSSBOY,BOYS PARTY BAG,6,3/22/11 9:27,3.29,,United Kingdom,2011-03-22 09:27:00,False,False
547249,DCGSSGIRL,GIRLS PARTY BAG,17,3/22/11 9:27,3.29,,United Kingdom,2011-03-22 09:27:00,False,False
547249,DOT,DOTCOM POSTAGE,1,3/22/11 9:27,192.43,,United Kingdom,2011-03-22 09:27:00,False,False
547250,DCGSSGIRL,GIRLS PARTY BAG,2,3/22/11 9:30,3.29,,United Kingdom,2011-03-22 09:30:00,False,False
547250,DOT,DOTCOM POSTAGE,1,3/22/11 9:30,253.24,,United Kingdom,2011-03-22 09:30:00,False,False
547327,POST,POSTAGE,3,3/22/11 11:28,18.0,12681.0,France,2011-03-22 11:28:00,False,False
547365,POST,POSTAGE,1,3/22/11 12:36,15.0,12775.0,Netherlands,2011-03-22 12:36:00,False,False
547379,POST,POSTAGE,6,3/22/11 15:13,18.0,12720.0,Germany,2011-03-22 15:13:00,False,False
547383,POST,POSTAGE,3,3/22/11 15:42,18.0,12613.0,Germany,2011-03-22 15:42:00,False,False
547384,POST,POSTAGE,1,3/22/11 15:46,18.0,12613.0,Germany,2011-03-22 15:46:00,False,False
547385,DOT,DOTCOM POSTAGE,1,3/22/11 15:48,110.6,,United Kingdom,2011-03-22 15:48:00,False,False
547386,DOT,DOTCOM POSTAGE,1,3/22/11 15:52,131.22,,United Kingdom,2011-03-22 15:52:00,False,False
547390,POST,POSTAGE,1,3/22/11 16:08,40.0,12352.0,Norway,2011-03-22 16:08:00,False,False
547397,DOT,DOTCOM POSTAGE,1,3/22/11 16:55,146.29,,United Kingdom,2011-03-22 16:55:00,False,False
547398,DOT,DOTCOM POSTAGE,1,3/22/11 16:55,141.42,,United Kingdom,2011-03-22 16:55:00,False,False
547399,DOT,DOTCOM POSTAGE,1,3/22/11 16:55,155.25,,United Kingdom,2011-03-22 16:55:00,False,False
547400,DOT,DOTCOM POSTAGE,1,3/22/11 16:56,116.67,,United Kingdom,2011-03-22 16:56:00,False,False
547412,POST,POSTAGE,1,3/23/11 9:42,15.0,12399.0,Belgium,2011-03-23 09:42:00,False,False
547444,POST,POSTAGE,1,3/23/11 10:55,1.0,12811.0,Portugal,2011-03-23 10:55:00,False,False
547492,POST,POSTAGE,1,3/23/11 12:06,18.0,12604.0,France,2011-03-23 12:06:00,False,False
547493,POST,POSTAGE,9,3/23/11 12:06,40.0,12818.0,Austria,2011-03-23 12:06:00,False,False
547504,POST,POSTAGE,8,3/23/11 13:33,18.0,12683.0,France,2011-03-23 13:33:00,False,False
547517,POST,POSTAGE,3,3/23/11 14:33,15.0,12395.0,Belgium,2011-03-23 14:33:00,False,False
547520,POST,POSTAGE,3,3/23/11 14:55,18.0,12564.0,France,2011-03-23 14:55:00,False,False
547547,DOT,DOTCOM POSTAGE,1,3/23/11 15:30,115.42,,United Kingdom,2011-03-23 15:30:00,False,False
547551,DOT,DOTCOM POSTAGE,1,3/23/11 15:55,128.25,,United Kingdom,2011-03-23 15:55:00,False,False
547552,DOT,DOTCOM POSTAGE,1,3/23/11 15:55,169.29,,United Kingdom,2011-03-23 15:55:00,False,False
547566,POST,POSTAGE,1,3/24/11 9:42,27.0,12811.0,Portugal,2011-03-24 09:42:00,False,False
547571,C2,CARRIAGE,1,3/24/11 9:52,50.0,16265.0,United Kingdom,2011-03-24 09:52:00,False,False
547645,POST,POSTAGE,1,3/24/11 11:40,40.0,12676.0,Sweden,2011-03-24 11:40:00,False,False
547684,POST,POSTAGE,5,3/24/11 14:46,15.0,12408.0,Belgium,2011-03-24 14:46:00,False,False
547702,C2,CARRIAGE,1,3/24/11 16:45,50.0,14911.0,EIRE,2011-03-24 16:45:00,False,False
547703,POST,POSTAGE,8,3/24/11 17:10,28.0,12540.0,Spain,2011-03-24 17:10:00,False,False
547715,POST,POSTAGE,2,3/25/11 8:50,18.0,12520.0,Germany,2011-03-25 08:50:00,False,False
547722,POST,POSTAGE,3,3/25/11 10:19,18.0,12553.0,France,2011-03-25 10:19:00,False,False
547788,DOT,DOTCOM POSTAGE,1,3/25/11 12:00,175.28,,United Kingdom,2011-03-25 12:00:00,False,False
547790,POST,POSTAGE,3,3/25/11 12:04,28.0,12545.0,Spain,2011-03-25 12:04:00,False,False
547796,POST,POSTAGE,9,3/25/11 12:34,15.0,14646.0,Netherlands,2011-03-25 12:34:00,False,False
547810,M,Manual,1,3/25/11 14:00,0.85,,United Kingdom,2011-03-25 14:00:00,False,False
547815,POST,POSTAGE,1,3/25/11 14:19,40.0,13520.0,Switzerland,2011-03-25 14:19:00,False,False
547821,POST,POSTAGE,4,3/25/11 14:50,18.0,12621.0,Germany,2011-03-25 14:50:00,False,False
547822,POST,POSTAGE,16,3/25/11 14:53,18.0,12668.0,Germany,2011-03-25 14:53:00,False,False
547825,POST,POSTAGE,1,3/25/11 15:01,15.0,12778.0,Netherlands,2011-03-25 15:01:00,False,False
547830,DOT,DOTCOM POSTAGE,1,3/25/11 15:50,220.71,,United Kingdom,2011-03-25 15:50:00,False,False
547863,POST,POSTAGE,2,3/27/11 13:07,18.0,12728.0,France,2011-03-27 13:07:00,False,False
547873,M,Manual,1,3/27/11 15:33,14.95,13240.0,United Kingdom,2011-03-27 15:33:00,False,False
547882,C2,CARRIAGE,1,3/28/11 7:53,50.0,14911.0,EIRE,2011-03-28 07:53:00,False,False
547888,C2,CARRIAGE,1,3/28/11 9:59,50.0,13368.0,United Kingdom,2011-03-28 09:59:00,False,False
547892,POST,POSTAGE,6,3/28/11 10:15,18.0,12669.0,France,2011-03-28 10:15:00,False,False
547897,POST,POSTAGE,2,3/28/11 11:36,28.0,12792.0,Portugal,2011-03-28 11:36:00,False,False
547901,AMAZONFEE,AMAZON FEE,1,3/28/11 11:57,219.76,,United Kingdom,2011-03-28 11:57:00,False,False
547906,M,Manual,2,3/28/11 12:13,0.5,14410.0,United Kingdom,2011-03-28 12:13:00,False,False
547914,POST,POSTAGE,1,3/28/11 12:35,18.0,12594.0,Italy,2011-03-28 12:35:00,False,False
547925,POST,POSTAGE,4,3/28/11 13:57,18.0,12481.0,Germany,2011-03-28 13:57:00,False,False
547931,POST,POSTAGE,1,3/28/11 14:01,28.0,12594.0,Italy,2011-03-28 14:01:00,False,False
547934,POST,POSTAGE,1,3/28/11 14:07,18.0,12474.0,Germany,2011-03-28 14:07:00,False,False
547941,POST,POSTAGE,1,3/28/11 14:46,150.0,16692.0,United Kingdom,2011-03-28 14:46:00,False,False
547964,DOT,DOTCOM POSTAGE,1,3/28/11 15:45,184.6,,United Kingdom,2011-03-28 15:45:00,False,False
547966,DOT,,1000,3/28/11 15:49,0.0,,United Kingdom,2011-03-28 15:49:00,False,False
547967,DOT,DOTCOM POSTAGE,1,3/28/11 15:49,229.79,,United Kingdom,2011-03-28 15:49:00,False,False
547993,C2,CARRIAGE,1,3/29/11 9:59,50.0,,EIRE,2011-03-29 09:59:00,False,False
548163,DOT,DOTCOM POSTAGE,1,3/29/11 13:43,231.79,,United Kingdom,2011-03-29 13:43:00,False,False
548164,DOT,DOTCOM POSTAGE,1,3/29/11 13:44,173.42,,United Kingdom,2011-03-29 13:44:00,False,False
548165,DOT,DOTCOM POSTAGE,1,3/29/11 13:44,142.83,,United Kingdom,2011-03-29 13:44:00,False,False
548166,DOT,DOTCOM POSTAGE,1,3/29/11 13:45,180.17,,United Kingdom,2011-03-29 13:45:00,False,False
548167,DOT,DOTCOM POSTAGE,1,3/29/11 13:45,181.88,,United Kingdom,2011-03-29 13:45:00,False,False
548168,DOT,DOTCOM POSTAGE,1,3/29/11 13:46,144.75,,United Kingdom,2011-03-29 13:46:00,False,False
548191,DOT,DOTCOM POSTAGE,1,3/29/11 15:20,23.53,,United Kingdom,2011-03-29 15:20:00,False,False
548194,DOT,DOTCOM POSTAGE,1,3/29/11 15:30,226.92,,United Kingdom,2011-03-29 15:30:00,False,False
548203,M,Manual,1,3/29/11 16:41,238.12,,United Kingdom,2011-03-29 16:41:00,False,False
548212,POST,POSTAGE,4,3/30/11 9:12,40.0,12456.0,Switzerland,2011-03-30 09:12:00,False,False
548219,POST,POSTAGE,1,3/30/11 9:46,3.95,,United Kingdom,2011-03-30 09:46:00,False,False
548320,POST,POSTAGE,2,3/30/11 12:54,18.0,12709.0,Germany,2011-03-30 12:54:00,False,False
548327,M,Manual,1,3/30/11 13:05,1.65,16788.0,United Kingdom,2011-03-30 13:05:00,False,False
548363,POST,POSTAGE,10,3/30/11 15:48,40.0,12428.0,Finland,2011-03-30 15:48:00,False,False
548373,DOT,DOTCOM POSTAGE,1,3/30/11 16:34,299.76,,United Kingdom,2011-03-30 16:34:00,False,False
548412,POST,POSTAGE,1,3/31/11 10:38,18.0,12601.0,Germany,2011-03-31 10:38:00,False,False
548449,C2,CARRIAGE,1,3/31/11 11:08,50.0,14911.0,EIRE,2011-03-31 11:08:00,False,False
548461,M,Manual,2,3/31/11 12:08,0.5,14527.0,United Kingdom,2011-03-31 12:08:00,False,False
548470,POST,POSTAGE,2,3/31/11 12:36,28.0,12782.0,Portugal,2011-03-31 12:36:00,False,False
548504,DOT,DOTCOM POSTAGE,1,3/31/11 14:33,274.75,,United Kingdom,2011-03-31 14:33:00,False,False
548505,DOT,DOTCOM POSTAGE,1,3/31/11 14:34,236.88,,United Kingdom,2011-03-31 14:34:00,False,False
548514,DOT,DOTCOM POSTAGE,1,3/31/11 16:03,282.88,,United Kingdom,2011-03-31 16:03:00,False,False
548515,M,Manual,3,3/31/11 16:19,0.65,,United Kingdom,2011-03-31 16:19:00,False,False
548516,DOT,DOTCOM POSTAGE,1,3/31/11 16:28,197.3,,United Kingdom,2011-03-31 16:28:00,False,False
548522,DOT,DOTCOM POSTAGE,1,3/31/11 16:43,290.59,,United Kingdom,2011-03-31 16:43:00,False,False
548568,M,Manual,1,4/1/11 10:43,12.75,14543.0,United Kingdom,2011-04-01 10:43:00,False,False
548568,M,Manual,2,4/1/11 10:43,10.95,14543.0,United Kingdom,2011-04-01 10:43:00,False,False
548621,M,Manual,3,4/1/11 11:54,0.65,16960.0,United Kingdom,2011-04-01 11:54:00,False,False
548631,M,Manual,1,4/1/11 12:24,1.0,13184.0,United Kingdom,2011-04-01 12:24:00,False,False
548654,POST,POSTAGE,7,4/1/11 13:47,18.0,12569.0,Germany,2011-04-01 13:47:00,False,False
548661,POST,POSTAGE,1,4/1/11 14:28,350.0,12415.0,Australia,2011-04-01 14:28:00,False,False
548663,DOT,DOTCOM POSTAGE,1,4/1/11 14:44,244.46,,United Kingdom,2011-04-01 14:44:00,False,False
548725,POST,POSTAGE,1,4/4/11 9:08,134.0,12678.0,France,2011-04-04 09:08:00,False,False
548737,POST,POSTAGE,4,4/4/11 11:18,18.0,12682.0,France,2011-04-04 11:18:00,False,False
548745,POST,POSTAGE,3,4/4/11 12:10,18.0,12471.0,Germany,2011-04-04 12:10:00,False,False
548813,M,Manual,1,4/4/11 13:03,162.6,12744.0,Singapore,2011-04-04 13:03:00,False,False
548813,M,Manual,1,4/4/11 13:03,2382.92,12744.0,Singapore,2011-04-04 13:03:00,False,False
548813,M,Manual,1,4/4/11 13:03,239.3,12744.0,Singapore,2011-04-04 13:03:00,False,False
548813,M,Manual,1,4/4/11 13:03,1252.95,12744.0,Singapore,2011-04-04 13:03:00,False,False
548820,M,Manual,1,4/4/11 13:04,2053.07,12744.0,Singapore,2011-04-04 13:04:00,False,False
548858,C2,CARRIAGE,1,4/4/11 13:29,50.0,14911.0,EIRE,2011-04-04 13:29:00,False,False
548860,M,Manual,1,4/4/11 13:38,2.0,13263.0,United Kingdom,2011-04-04 13:38:00,False,False
548893,gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,1,4/4/11 15:54,33.33,,United Kingdom,2011-04-04 15:54:00,False,False
548893,DOT,DOTCOM POSTAGE,1,4/4/11 15:54,336.52,,United Kingdom,2011-04-04 15:54:00,False,False
548894,DOT,DOTCOM POSTAGE,1,4/4/11 16:01,278.92,,United Kingdom,2011-04-04 16:01:00,False,False
548913,M,Manual,1,4/5/11 9:45,1136.3,12669.0,France,2011-04-05 09:45:00,False,False
548955,POST,POSTAGE,1,4/5/11 10:47,40.0,12348.0,Finland,2011-04-05 10:47:00,False,False
549023,DOT,DOTCOM POSTAGE,1,4/5/11 16:27,185.28,,United Kingdom,2011-04-05 16:27:00,False,False
549155,DOT,DOTCOM POSTAGE,1,4/6/11 17:08,187.21,,United Kingdom,2011-04-06 17:08:00,False,False
549193,POST,POSTAGE,2,4/7/11 10:24,18.0,12580.0,Germany,2011-04-07 10:24:00,False,False
549242,C2,CARRIAGE,1,4/7/11 11:41,50.0,14911.0,EIRE,2011-04-07 11:41:00,False,False
549245,M,Manual,2,4/7/11 11:59,0.85,15005.0,United Kingdom,2011-04-07 11:59:00,False,False
549249,POST,POSTAGE,2,4/7/11 12:04,15.0,12423.0,Belgium,2011-04-07 12:04:00,False,False
549274,POST,POSTAGE,3,4/7/11 13:07,18.0,12721.0,France,2011-04-07 13:07:00,False,False
549295,DOT,DOTCOM POSTAGE,1,4/7/11 19:49,252.57,,United Kingdom,2011-04-07 19:49:00,False,False
549325,POST,POSTAGE,2,4/8/11 10:32,50.0,12717.0,Greece,2011-04-08 10:32:00,False,False
549434,POST,POSTAGE,4,4/8/11 12:30,18.0,12647.0,Germany,2011-04-08 12:30:00,False,False
549468,M,Manual,1,4/8/11 14:27,1867.86,17940.0,United Kingdom,2011-04-08 14:27:00,False,False
549524,DCGSSGIRL,GIRLS PARTY BAG,1,4/8/11 15:42,3.29,,United Kingdom,2011-04-08 15:42:00,False,False
549524,DOT,DOTCOM POSTAGE,1,4/8/11 15:42,183.2,,United Kingdom,2011-04-08 15:42:00,False,False
549525,DOT,DOTCOM POSTAGE,1,4/8/11 15:44,134.66,,United Kingdom,2011-04-08 15:44:00,False,False
549559,POST,POSTAGE,3,4/10/11 13:25,15.0,12447.0,Belgium,2011-04-10 13:25:00,False,False
549588,POST,POSTAGE,3,4/11/11 10:04,40.0,12428.0,Finland,2011-04-11 10:04:00,False,False
549680,POST,POSTAGE,2,4/11/11 13:02,18.0,12701.0,Germany,2011-04-11 13:02:00,False,False
549682,POST,POSTAGE,2,4/11/11 13:22,28.0,12596.0,Spain,2011-04-11 13:22:00,False,False
549684,S,SAMPLES,1,4/11/11 13:24,30.0,,United Kingdom,2011-04-11 13:24:00,False,False
549689,POST,POSTAGE,1,4/11/11 13:40,4.95,15971.0,United Kingdom,2011-04-11 13:40:00,False,False
549717,BANK CHARGES,Bank Charges,1,4/11/11 14:56,15.0,14606.0,United Kingdom,2011-04-11 14:56:00,False,False
549721,C2,CARRIAGE,1,4/11/11 15:35,50.0,14911.0,EIRE,2011-04-11 15:35:00,False,False
549730,M,Manual,1,4/11/11 16:35,1.5,15867.0,United Kingdom,2011-04-11 16:35:00,False,False
549739,M,Manual,1,4/12/11 9:35,308.82,15935.0,United Kingdom,2011-04-12 09:35:00,False,False
549825,POST,POSTAGE,2,4/12/11 12:47,18.0,12463.0,Belgium,2011-04-12 12:47:00,False,False
549914,C2,CARRIAGE,1,4/13/11 9:32,50.0,14931.0,Channel Islands,2011-04-13 09:32:00,False,False
549981,M,Manual,6,4/13/11 15:49,0.39,16348.0,United Kingdom,2011-04-13 15:49:00,False,False
549989,M,Manual,1,4/13/11 16:58,2.55,13221.0,United Kingdom,2011-04-13 16:58:00,False,False
550002,POST,POSTAGE,1,4/14/11 9:30,18.0,12709.0,Germany,2011-04-14 09:30:00,False,False
550004,POST,POSTAGE,4,4/14/11 9:56,18.0,12569.0,Germany,2011-04-14 09:56:00,False,False
550145,POST,POSTAGE,3,4/14/11 14:15,18.0,12637.0,France,2011-04-14 14:15:00,False,False
550162,POST,POSTAGE,2,4/14/11 16:23,18.0,12569.0,Germany,2011-04-14 16:23:00,False,False
550178,POST,POSTAGE,2,4/14/11 17:25,18.0,12662.0,Germany,2011-04-14 17:25:00,False,False
550187,POST,POSTAGE,2,4/14/11 18:40,18.0,13811.0,Germany,2011-04-14 18:40:00,False,False
550188,POST,POSTAGE,3,4/14/11 18:57,40.0,12457.0,Switzerland,2011-04-14 18:57:00,False,False
550192,POST,POSTAGE,3,4/15/11 8:45,40.0,12582.0,Finland,2011-04-15 08:45:00,False,False
550193,PADS,PADS TO MATCH ALL CUSHIONS,1,4/15/11 9:27,0.001,13952.0,United Kingdom,2011-04-15 09:27:00,False,False
550203,DOT,DOTCOM POSTAGE,1,4/15/11 10:37,77.96,,United Kingdom,2011-04-15 10:37:00,False,False
550204,DOT,DOTCOM POSTAGE,1,4/15/11 10:37,74.75,,United Kingdom,2011-04-15 10:37:00,False,False
550205,DOT,DOTCOM POSTAGE,1,4/15/11 10:37,137.08,,United Kingdom,2011-04-15 10:37:00,False,False
550206,DOT,DOTCOM POSTAGE,1,4/15/11 10:38,155.33,,United Kingdom,2011-04-15 10:38:00,False,False
550207,DOT,DOTCOM POSTAGE,1,4/15/11 10:38,145.46,,United Kingdom,2011-04-15 10:38:00,False,False
550208,DOT,DOTCOM POSTAGE,1,4/15/11 10:39,210.42,,United Kingdom,2011-04-15 10:39:00,False,False
550209,DOT,DOTCOM POSTAGE,1,4/15/11 10:39,164.33,,United Kingdom,2011-04-15 10:39:00,False,False
550210,DOT,DOTCOM POSTAGE,1,4/15/11 10:40,202.42,,United Kingdom,2011-04-15 10:40:00,False,False
550211,DOT,DOTCOM POSTAGE,1,4/15/11 10:41,110.92,,United Kingdom,2011-04-15 10:41:00,False,False
550212,DOT,DOTCOM POSTAGE,1,4/15/11 10:41,106.04,,United Kingdom,2011-04-15 10:41:00,False,False
550213,DOT,DOTCOM POSTAGE,1,4/15/11 10:42,105.21,,United Kingdom,2011-04-15 10:42:00,False,False
550214,DOT,DOTCOM POSTAGE,1,4/15/11 10:43,175.13,,United Kingdom,2011-04-15 10:43:00,False,False
550215,DOT,DOTCOM POSTAGE,1,4/15/11 10:43,213.08,,United Kingdom,2011-04-15 10:43:00,False,False
550277,POST,POSTAGE,3,4/15/11 12:48,40.0,12639.0,Sweden,2011-04-15 12:48:00,False,False
550281,POST,POSTAGE,1,4/15/11 13:48,40.0,12457.0,Switzerland,2011-04-15 13:48:00,False,False
550284,POST,POSTAGE,1,4/15/11 14:10,15.0,12383.0,Belgium,2011-04-15 14:10:00,False,False
550302,C2,CARRIAGE,1,4/17/11 10:17,50.0,14156.0,EIRE,2011-04-17 10:17:00,False,False
550313,POST,POSTAGE,2,4/17/11 11:21,18.0,12681.0,France,2011-04-17 11:21:00,False,False
550354,M,Manual,1,4/18/11 10:28,222.75,13811.0,Germany,2011-04-18 10:28:00,False,False
550440,POST,POSTAGE,2,4/18/11 12:25,15.0,12407.0,Belgium,2011-04-18 12:25:00,False,False
550458,DCGSSBOY,BOYS PARTY BAG,1,4/18/11 13:13,3.29,,United Kingdom,2011-04-18 13:13:00,False,False
550458,DOT,DOTCOM POSTAGE,1,4/18/11 13:13,156.45,,United Kingdom,2011-04-18 13:13:00,False,False
550469,M,Manual,18,4/18/11 13:46,0.1,16399.0,United Kingdom,2011-04-18 13:46:00,False,False
550470,DOT,DOTCOM POSTAGE,1,4/18/11 13:49,2.29,,United Kingdom,2011-04-18 13:49:00,False,False
550471,DOT,DOTCOM POSTAGE,1,4/18/11 13:52,28.66,,United Kingdom,2011-04-18 13:52:00,False,False
550474,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,2,4/18/11 13:58,16.67,,United Kingdom,2011-04-18 13:58:00,False,False
550474,DOT,DOTCOM POSTAGE,1,4/18/11 13:58,46.86,,United Kingdom,2011-04-18 13:58:00,False,False
550488,M,Manual,4,4/18/11 14:27,0.83,16729.0,United Kingdom,2011-04-18 14:27:00,False,False
550496,DOT,DOTCOM POSTAGE,1,4/18/11 15:05,84.21,,United Kingdom,2011-04-18 15:05:00,False,False
550499,DOT,DOTCOM POSTAGE,1,4/18/11 15:16,148.67,,United Kingdom,2011-04-18 15:16:00,False,False
550500,DOT,DOTCOM POSTAGE,1,4/18/11 15:26,222.02,,United Kingdom,2011-04-18 15:26:00,False,False
550513,M,Manual,1,4/18/11 16:37,7.95,16928.0,United Kingdom,2011-04-18 16:37:00,False,False
550527,POST,POSTAGE,11,4/19/11 10:48,18.0,12476.0,Germany,2011-04-19 10:48:00,False,False
550541,DOT,DOTCOM POSTAGE,1,4/19/11 11:33,187.1,,United Kingdom,2011-04-19 11:33:00,False,False
550542,gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,1,4/19/11 11:37,8.33,,United Kingdom,2011-04-19 11:37:00,False,False
550542,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,4/19/11 11:37,16.67,,United Kingdom,2011-04-19 11:37:00,False,False
550542,DOT,DOTCOM POSTAGE,1,4/19/11 11:37,176.52,,United Kingdom,2011-04-19 11:37:00,False,False
550617,C2,CARRIAGE,1,4/19/11 13:03,50.0,13376.0,United Kingdom,2011-04-19 13:03:00,False,False
550618,C2,CARRIAGE,1,4/19/11 13:09,50.0,14156.0,EIRE,2011-04-19 13:09:00,False,False
550620,POST,POSTAGE,6,4/19/11 13:39,18.0,12585.0,Germany,2011-04-19 13:39:00,False,False
550625,POST,POSTAGE,2,4/19/11 14:02,18.0,12619.0,Germany,2011-04-19 14:02:00,False,False
550633,M,Manual,1,4/19/11 14:57,3.0,17449.0,United Kingdom,2011-04-19 14:57:00,False,False
550636,DOT,DOTCOM POSTAGE,1,4/19/11 15:37,149.67,,United Kingdom,2011-04-19 15:37:00,False,False
550638,DOT,DOTCOM POSTAGE,1,4/19/11 15:44,192.67,,United Kingdom,2011-04-19 15:44:00,False,False
550661,POST,POSTAGE,4,4/20/11 9:20,18.0,12656.0,France,2011-04-20 09:20:00,False,False
550665,POST,POSTAGE,2,4/20/11 9:31,18.0,12530.0,Germany,2011-04-20 09:31:00,False,False
550827,POST,POSTAGE,3,4/21/11 10:16,18.0,12670.0,France,2011-04-21 10:16:00,False,False
550899,POST,POSTAGE,4,4/21/11 12:07,40.0,13505.0,Switzerland,2011-04-21 12:07:00,False,False
550924,POST,POSTAGE,1,4/21/11 14:33,40.0,12664.0,Finland,2011-04-21 14:33:00,False,False
550946,POST,POSTAGE,1,4/21/11 15:52,18.0,12708.0,Germany,2011-04-21 15:52:00,False,False
550953,DOT,DOTCOM POSTAGE,1,4/21/11 16:17,283.0,,United Kingdom,2011-04-21 16:17:00,False,False
550957,M,Manual,1,4/21/11 16:37,1.95,18283.0,United Kingdom,2011-04-21 16:37:00,False,False
550960,POST,POSTAGE,1,4/21/11 16:39,18.0,12622.0,Germany,2011-04-21 16:39:00,False,False
550986,DOT,DOTCOM POSTAGE,1,4/21/11 18:06,221.16,,United Kingdom,2011-04-21 18:06:00,False,False
550987,DOT,DOTCOM POSTAGE,1,4/21/11 18:10,163.83,,United Kingdom,2011-04-21 18:10:00,False,False
550998,POST,POSTAGE,1,4/26/11 9:12,40.0,12414.0,Austria,2011-04-26 09:12:00,False,False
551004,DOT,DOTCOM POSTAGE,1,4/26/11 9:48,176.71,,United Kingdom,2011-04-26 09:48:00,False,False
551005,DOT,DOTCOM POSTAGE,1,4/26/11 9:48,172.63,,United Kingdom,2011-04-26 09:48:00,False,False
551006,DOT,DOTCOM POSTAGE,1,4/26/11 9:48,138.08,,United Kingdom,2011-04-26 09:48:00,False,False
551007,DOT,DOTCOM POSTAGE,1,4/26/11 9:49,125.88,,United Kingdom,2011-04-26 09:49:00,False,False
551008,DOT,DOTCOM POSTAGE,1,4/26/11 9:50,122.5,,United Kingdom,2011-04-26 09:50:00,False,False
551009,DOT,DOTCOM POSTAGE,1,4/26/11 9:50,264.0,,United Kingdom,2011-04-26 09:50:00,False,False
551010,DOT,DOTCOM POSTAGE,1,4/26/11 9:52,119.13,,United Kingdom,2011-04-26 09:52:00,False,False
551013,POST,POSTAGE,2,4/26/11 10:54,18.0,15108.0,European Community,2011-04-26 10:54:00,False,False
551016,M,Manual,2,4/26/11 11:09,1.65,17975.0,United Kingdom,2011-04-26 11:09:00,False,False
551054,POST,POSTAGE,2,4/26/11 11:44,28.0,12429.0,Austria,2011-04-26 11:44:00,False,False
